id,tubeid,potid,gridid,species,pot,voidtype,datecolonized,worms,dead
T36_12E-108,36,T36_12E,108,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-13,36,T36_12E,13,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-22,36,T36_12E,22,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-37,36,T36_12E,37,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-40,36,T36_12E,40,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-43,36,T36_12E,43,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-46,36,T36_12E,46,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-49,36,T36_12E,49,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-7,36,T36_12E,7,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-82,36,T36_12E,82,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-93,36,T36_12E,93,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-96,36,T36_12E,96,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-99,36,T36_12E,99,ACHMIL,T36_12E,soil,64,absent,0
T6_2A-10,6,T6_2A,10,ACHMIL,T6_2A,soil,64,absent,0
T6_2A-58,6,T6_2A,58,ACHMIL,T6_2A,soil,64,absent,0
T6_2A-61,6,T6_2A,61,ACHMIL,T6_2A,soil,64,absent,0
T6_2A-67,6,T6_2A,67,ACHMIL,T6_2A,soil,64,absent,0
T6_2C-104,6,T6_2C,104,CAMROT,T6_2C,soil,64,absent,0
T6_2C-6,6,T6_2C,6,CAMROT,T6_2C,soil,64,absent,0
T6_2C-70,6,T6_2C,70,CAMROT,T6_2C,soil,64,absent,0
T6_2C-9,6,T6_2C,9,CAMROT,T6_2C,soil,64,absent,0
T6_2C-94,6,T6_2C,94,CAMROT,T6_2C,soil,64,absent,0
T6_2C-95,6,T6_2C,95,CAMROT,T6_2C,soil,64,absent,0
T6_2E-1,6,T6_2E,1,CAMROT,T6_2E,soil,64,absent,0
T6_2E-100,6,T6_2E,100,CAMROT,T6_2E,soil,64,absent,0
T6_2E-105,6,T6_2E,105,CAMROT,T6_2E,soil,64,absent,0
T6_2E-109,6,T6_2E,109,CAMROT,T6_2E,soil,64,absent,0
T6_2E-26,6,T6_2E,26,CAMROT,T6_2E,soil,64,absent,0
T6_2E-29,6,T6_2E,29,CAMROT,T6_2E,soil,64,absent,0
T6_2E-31,6,T6_2E,31,CAMROT,T6_2E,soil,64,absent,0
T6_2E-32,6,T6_2E,32,CAMROT,T6_2E,soil,64,absent,0
T6_2E-35,6,T6_2E,35,CAMROT,T6_2E,soil,64,absent,0
T6_2E-38,6,T6_2E,38,CAMROT,T6_2E,soil,64,absent,0
T6_2E-40,6,T6_2E,40,CAMROT,T6_2E,soil,64,absent,0
T6_2E-41,6,T6_2E,41,CAMROT,T6_2E,soil,64,absent,0
T6_2E-43,6,T6_2E,43,CAMROT,T6_2E,soil,64,absent,0
T6_2E-44,6,T6_2E,44,CAMROT,T6_2E,soil,64,absent,0
T6_2E-52,6,T6_2E,52,CAMROT,T6_2E,soil,64,absent,0
T6_2E-53,6,T6_2E,53,CAMROT,T6_2E,soil,64,absent,0
T6_2E-55,6,T6_2E,55,CAMROT,T6_2E,soil,64,absent,0
T6_2E-62,6,T6_2E,62,CAMROT,T6_2E,soil,64,absent,0
T6_2E-64,6,T6_2E,64,CAMROT,T6_2E,soil,64,absent,0
T6_2E-65,6,T6_2E,65,CAMROT,T6_2E,soil,64,absent,0
T6_2E-66,6,T6_2E,66,CAMROT,T6_2E,soil,64,absent,0
T6_2E-67,6,T6_2E,67,CAMROT,T6_2E,soil,64,absent,0
T6_2E-68,6,T6_2E,68,CAMROT,T6_2E,soil,64,absent,0
T6_2E-70,6,T6_2E,70,CAMROT,T6_2E,soil,64,absent,0
T6_2E-71,6,T6_2E,71,CAMROT,T6_2E,soil,64,absent,0
T6_2E-72,6,T6_2E,72,CAMROT,T6_2E,soil,64,absent,0
T6_2E-74,6,T6_2E,74,CAMROT,T6_2E,soil,64,absent,0
T6_2E-77,6,T6_2E,77,CAMROT,T6_2E,soil,64,absent,0
T6_2E-81,6,T6_2E,81,CAMROT,T6_2E,soil,64,absent,0
T6_2E-84,6,T6_2E,84,CAMROT,T6_2E,soil,64,absent,0
T6_2E-86,6,T6_2E,86,CAMROT,T6_2E,soil,64,absent,0
T6_2E-89,6,T6_2E,89,CAMROT,T6_2E,soil,64,absent,0
T6_2E-90,6,T6_2E,90,CAMROT,T6_2E,soil,64,absent,0
T6_2E-91,6,T6_2E,91,CAMROT,T6_2E,soil,64,absent,0
T6_2E-92,6,T6_2E,92,CAMROT,T6_2E,soil,64,absent,0
T6_2E-93,6,T6_2E,93,CAMROT,T6_2E,soil,64,absent,0
T6_2E-95,6,T6_2E,95,CAMROT,T6_2E,soil,64,absent,0
T9_3C-106,9,T9_3C,106,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-109,9,T9_3C,109,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-11,9,T9_3C,11,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-14,9,T9_3C,14,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-15,9,T9_3C,15,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-16,9,T9_3C,16,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-19,9,T9_3C,19,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-22,9,T9_3C,22,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-26,9,T9_3C,26,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-28,9,T9_3C,28,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-29,9,T9_3C,29,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-35,9,T9_3C,35,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-62,9,T9_3C,62,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-65,9,T9_3C,65,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-66,9,T9_3C,66,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-68,9,T9_3C,68,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-79,9,T9_3C,79,ACHMIL,T9_3C,soil,64,absent,0
T9_3C-94,9,T9_3C,94,ACHMIL,T9_3C,soil,64,absent,0
T9_3E-100,9,T9_3E,100,CAMROT,T9_3E,soil,64,absent,0
T9_3E-101,9,T9_3E,101,CAMROT,T9_3E,soil,64,absent,0
T9_3E-108,9,T9_3E,108,CAMROT,T9_3E,soil,64,absent,0
T9_3E-24,9,T9_3E,24,CAMROT,T9_3E,soil,64,absent,0
T9_3E-36,9,T9_3E,36,CAMROT,T9_3E,soil,64,absent,0
T9_3E-48,9,T9_3E,48,CAMROT,T9_3E,soil,64,absent,0
T9_3E-51,9,T9_3E,51,CAMROT,T9_3E,soil,64,absent,0
T9_3E-54,9,T9_3E,54,CAMROT,T9_3E,soil,64,absent,0
T9_3E-57,9,T9_3E,57,CAMROT,T9_3E,soil,64,absent,0
T9_3E-63,9,T9_3E,63,CAMROT,T9_3E,soil,64,absent,0
T9_3E-64,9,T9_3E,64,CAMROT,T9_3E,soil,64,absent,0
T9_3E-66,9,T9_3E,66,CAMROT,T9_3E,soil,64,absent,0
T9_3E-96,9,T9_3E,96,CAMROT,T9_3E,soil,64,absent,0
T9_3E-98,9,T9_3E,98,CAMROT,T9_3E,soil,64,absent,0
T12_4B-17,12,T12_4B,17,CAMROT,T12_4B,soil,64,present,0
T12_4B-21,12,T12_4B,21,CAMROT,T12_4B,soil,64,present,0
T12_4B-25,12,T12_4B,25,CAMROT,T12_4B,soil,64,present,0
T12_4B-28,12,T12_4B,28,CAMROT,T12_4B,soil,64,present,0
T12_4B-31,12,T12_4B,31,CAMROT,T12_4B,soil,64,present,0
T12_4B-34,12,T12_4B,34,CAMROT,T12_4B,soil,64,present,0
T12_4B-35,12,T12_4B,35,CAMROT,T12_4B,soil,64,present,0
T12_4B-37,12,T12_4B,37,CAMROT,T12_4B,soil,64,present,0
T12_4B-38,12,T12_4B,38,CAMROT,T12_4B,soil,64,present,0
T12_4B-50,12,T12_4B,50,CAMROT,T12_4B,soil,64,present,0
T12_4B-62,12,T12_4B,62,CAMROT,T12_4B,soil,64,present,0
T12_4B-68,12,T12_4B,68,CAMROT,T12_4B,soil,64,present,0
T12_4B-69,12,T12_4B,69,CAMROT,T12_4B,soil,64,present,0
T12_4B-71,12,T12_4B,71,CAMROT,T12_4B,soil,64,present,0
T12_4B-72,12,T12_4B,72,CAMROT,T12_4B,soil,64,present,0
T12_4B-74,12,T12_4B,74,CAMROT,T12_4B,soil,64,present,0
T12_4B-75,12,T12_4B,75,CAMROT,T12_4B,soil,64,present,0
T12_4B-78,12,T12_4B,78,CAMROT,T12_4B,soil,64,present,0
T12_4B-8,12,T12_4B,8,CAMROT,T12_4B,soil,64,present,0
T12_4B-81,12,T12_4B,81,CAMROT,T12_4B,soil,64,present,0
T12_4D-24,12,T12_4D,24,CAMROT,T12_4D,soil,64,present,0
T12_4D-27,12,T12_4D,27,CAMROT,T12_4D,soil,64,present,0
T12_4D-30,12,T12_4D,30,CAMROT,T12_4D,soil,64,present,0
T12_4D-46,12,T12_4D,46,CAMROT,T12_4D,soil,64,present,0
T12_4D-49,12,T12_4D,49,CAMROT,T12_4D,soil,64,present,0
T12_4D-5,12,T12_4D,5,CAMROT,T12_4D,soil,64,present,0
T12_4D-6,12,T12_4D,6,CAMROT,T12_4D,soil,64,present,0
T12_4D-99,12,T12_4D,99,CAMROT,T12_4D,soil,64,present,0
T15_5B-103,15,T15_5B,103,ACHMIL,T15_5B,soil,64,present,0
T15_5B-37,15,T15_5B,37,ACHMIL,T15_5B,soil,64,present,0
T15_5B-40,15,T15_5B,40,ACHMIL,T15_5B,soil,64,present,0
T15_5B-5,15,T15_5B,5,ACHMIL,T15_5B,soil,64,present,0
T15_5B-7,15,T15_5B,7,ACHMIL,T15_5B,soil,64,present,0
T15_5B-8,15,T15_5B,8,ACHMIL,T15_5B,soil,64,present,0
T15_5B-82,15,T15_5B,82,ACHMIL,T15_5B,soil,64,present,0
T15_5C-31,15,T15_5C,31,CAMROT,T15_5C,soil,64,present,0
T15_5C-43,15,T15_5C,43,CAMROT,T15_5C,soil,64,present,0
T15_5E-105,15,T15_5E,105,CAMROT,T15_5E,soil,64,present,0
T15_5E-36,15,T15_5E,36,CAMROT,T15_5E,soil,64,present,0
T15_5E-52,15,T15_5E,52,CAMROT,T15_5E,soil,64,present,0
T15_5E-64,15,T15_5E,64,CAMROT,T15_5E,soil,64,present,0
T18_6A-41,18,T18_6A,41,CAMROT,T18_6A,soil,64,present,0
T18_6A-42,18,T18_6A,42,CAMROT,T18_6A,soil,64,present,0
T18_6A-46,18,T18_6A,46,CAMROT,T18_6A,soil,64,present,0
T18_6A-47,18,T18_6A,47,CAMROT,T18_6A,soil,64,present,0
T18_6A-69,18,T18_6A,69,CAMROT,T18_6A,soil,64,present,0
T18_6A-77,18,T18_6A,77,CAMROT,T18_6A,soil,64,present,0
T18_6A-82,18,T18_6A,82,CAMROT,T18_6A,soil,64,present,0
T18_6A-83,18,T18_6A,83,CAMROT,T18_6A,soil,64,present,0
T18_6A-86,18,T18_6A,86,CAMROT,T18_6A,soil,64,present,0
T18_6B-18,18,T18_6B,18,ACHMIL,T18_6B,soil,64,present,0
T18_6B-20,18,T18_6B,20,ACHMIL,T18_6B,soil,64,present,0
T18_6B-21,18,T18_6B,21,ACHMIL,T18_6B,soil,64,present,0
T18_6B-3,18,T18_6B,3,ACHMIL,T18_6B,soil,64,present,0
T18_6B-34,18,T18_6B,34,ACHMIL,T18_6B,soil,64,present,0
T18_6B-6,18,T18_6B,6,ACHMIL,T18_6B,soil,64,present,0
T18_6B-68,18,T18_6B,68,ACHMIL,T18_6B,soil,64,present,0
T18_6B-70,18,T18_6B,70,ACHMIL,T18_6B,soil,64,present,0
T18_6B-71,18,T18_6B,71,ACHMIL,T18_6B,soil,64,present,0
T18_6B-73,18,T18_6B,73,ACHMIL,T18_6B,soil,64,present,0
T18_6D-10,18,T18_6D,10,CAMROT,T18_6D,soil,64,present,0
T18_6D-108,18,T18_6D,108,CAMROT,T18_6D,soil,64,present,0
T18_6D-11,18,T18_6D,11,CAMROT,T18_6D,soil,64,present,0
T18_6D-111,18,T18_6D,111,CAMROT,T18_6D,soil,64,present,0
T18_6D-17,18,T18_6D,17,CAMROT,T18_6D,soil,64,present,0
T18_6D-18,18,T18_6D,18,CAMROT,T18_6D,soil,64,present,0
T18_6D-50,18,T18_6D,50,CAMROT,T18_6D,soil,64,present,0
T18_6D-68,18,T18_6D,68,CAMROT,T18_6D,soil,64,present,0
T18_6D-7,18,T18_6D,7,CAMROT,T18_6D,soil,64,present,0
T18_6D-8,18,T18_6D,8,CAMROT,T18_6D,soil,64,present,0
T21_7C-22,21,T21_7C,22,ACHMIL,T21_7C,soil,64,present,0
T21_7C-62,21,T21_7C,62,ACHMIL,T21_7C,soil,64,present,0
T21_7C-63,21,T21_7C,63,ACHMIL,T21_7C,soil,64,present,0
T21_7C-66,21,T21_7C,66,ACHMIL,T21_7C,soil,64,present,0
T21_7C-74,21,T21_7C,74,ACHMIL,T21_7C,soil,64,present,0
T24_8B-105,24,T24_8B,105,ACHMIL,T24_8B,soil,64,present,0
T24_8B-106,24,T24_8B,106,ACHMIL,T24_8B,soil,64,present,0
T24_8B-108,24,T24_8B,108,ACHMIL,T24_8B,soil,64,present,0
T24_8B-109,24,T24_8B,109,ACHMIL,T24_8B,soil,64,present,0
T24_8B-11,24,T24_8B,11,ACHMIL,T24_8B,soil,64,present,0
T24_8B-2,24,T24_8B,2,ACHMIL,T24_8B,soil,64,present,0
T24_8B-42,24,T24_8B,42,ACHMIL,T24_8B,soil,64,present,0
T24_8B-48,24,T24_8B,48,ACHMIL,T24_8B,soil,64,present,0
T24_8B-51,24,T24_8B,51,ACHMIL,T24_8B,soil,64,present,0
T24_8C-29,24,T24_8C,29,CAMROT,T24_8C,soil,64,present,0
T24_8C-30,24,T24_8C,30,CAMROT,T24_8C,soil,64,present,0
T24_8C-31,24,T24_8C,31,CAMROT,T24_8C,soil,64,present,0
T24_8C-33,24,T24_8C,33,CAMROT,T24_8C,soil,64,present,0
T24_8C-36,24,T24_8C,36,CAMROT,T24_8C,soil,64,present,0
T24_8C-39,24,T24_8C,39,CAMROT,T24_8C,soil,64,present,0
T24_8C-42,24,T24_8C,42,CAMROT,T24_8C,soil,64,present,0
T24_8C-44,24,T24_8C,44,CAMROT,T24_8C,soil,64,present,0
T24_8C-75,24,T24_8C,75,CAMROT,T24_8C,soil,64,present,0
T24_8C-81,24,T24_8C,81,CAMROT,T24_8C,soil,64,present,0
T24_8D-45,24,T24_8D,45,ACHMIL,T24_8D,soil,64,present,0
T24_8D-51,24,T24_8D,51,ACHMIL,T24_8D,soil,64,present,0
T24_8D-54,24,T24_8D,54,ACHMIL,T24_8D,soil,64,present,0
T27_9C-17,27,T27_9C,17,ACHMIL,T27_9C,soil,64,present,0
T27_9C-23,27,T27_9C,23,ACHMIL,T27_9C,soil,64,present,0
T27_9C-25,27,T27_9C,25,ACHMIL,T27_9C,soil,64,present,0
T27_9C-26,27,T27_9C,26,ACHMIL,T27_9C,soil,64,present,0
T27_9C-28,27,T27_9C,28,ACHMIL,T27_9C,soil,64,present,0
T27_9C-32,27,T27_9C,32,ACHMIL,T27_9C,soil,64,present,0
T27_9C-70,27,T27_9C,70,ACHMIL,T27_9C,soil,64,present,0
T27_9C-72,27,T27_9C,72,ACHMIL,T27_9C,soil,64,present,0
T27_9C-80,27,T27_9C,80,ACHMIL,T27_9C,soil,64,present,0
T27_9C-82,27,T27_9C,82,ACHMIL,T27_9C,soil,64,present,0
T27_9C-83,27,T27_9C,83,ACHMIL,T27_9C,soil,64,present,0
T27_9C-85,27,T27_9C,85,ACHMIL,T27_9C,soil,64,present,0
T27_9D-103,27,T27_9D,103,ACHMIL,T27_9D,soil,64,present,0
T27_9D-40,27,T27_9D,40,ACHMIL,T27_9D,soil,64,present,0
T27_9D-41,27,T27_9D,41,ACHMIL,T27_9D,soil,64,present,0
T27_9D-42,27,T27_9D,42,ACHMIL,T27_9D,soil,64,present,0
T27_9D-57,27,T27_9D,57,ACHMIL,T27_9D,soil,64,present,0
T27_9D-63,27,T27_9D,63,ACHMIL,T27_9D,soil,64,present,0
T27_9D-71,27,T27_9D,71,ACHMIL,T27_9D,soil,64,present,0
T27_9D-72,27,T27_9D,72,ACHMIL,T27_9D,soil,64,present,0
T27_9D-74,27,T27_9D,74,ACHMIL,T27_9D,soil,64,present,0
T27_9E-67,27,T27_9E,67,CAMROT,T27_9E,soil,64,present,0
T27_9E-68,27,T27_9E,68,CAMROT,T27_9E,soil,64,present,0
T3_1A-103,3,T3_1A,103,ACHMIL,T3_1A,soil,64,present,0
T3_1A-107,3,T3_1A,107,ACHMIL,T3_1A,soil,64,present,0
T3_1A-40,3,T3_1A,40,ACHMIL,T3_1A,soil,64,present,0
T3_1A-47,3,T3_1A,47,ACHMIL,T3_1A,soil,64,present,0
T3_1A-52,3,T3_1A,52,ACHMIL,T3_1A,soil,64,present,0
T3_1A-55,3,T3_1A,55,ACHMIL,T3_1A,soil,64,present,0
T3_1A-56,3,T3_1A,56,ACHMIL,T3_1A,soil,64,present,0
T3_1C-100,3,T3_1C,100,ACHMIL,T3_1C,soil,64,present,0
T3_1C-107,3,T3_1C,107,ACHMIL,T3_1C,soil,64,present,0
T3_1C-109,3,T3_1C,109,ACHMIL,T3_1C,soil,64,present,0
T3_1C-11,3,T3_1C,11,ACHMIL,T3_1C,soil,64,present,0
T3_1C-110,3,T3_1C,110,ACHMIL,T3_1C,soil,64,present,0
T3_1C-111,3,T3_1C,111,ACHMIL,T3_1C,soil,64,present,0
T3_1C-12,3,T3_1C,12,ACHMIL,T3_1C,soil,64,present,0
T3_1C-21,3,T3_1C,21,ACHMIL,T3_1C,soil,64,present,0
T3_1C-37,3,T3_1C,37,ACHMIL,T3_1C,soil,64,present,0
T3_1C-40,3,T3_1C,40,ACHMIL,T3_1C,soil,64,present,0
T3_1C-9,3,T3_1C,9,ACHMIL,T3_1C,soil,64,present,0
T3_1C-94,3,T3_1C,94,ACHMIL,T3_1C,soil,64,present,0
T3_1C-95,3,T3_1C,95,ACHMIL,T3_1C,soil,64,present,0
T3_1C-97,3,T3_1C,97,ACHMIL,T3_1C,soil,64,present,0
T3_1D-1,3,T3_1D,1,ACHMIL,T3_1D,soil,64,present,0
T3_1D-31,3,T3_1D,31,ACHMIL,T3_1D,soil,64,present,0
T3_1D-39,3,T3_1D,39,ACHMIL,T3_1D,soil,64,present,0
T3_1D-42,3,T3_1D,42,ACHMIL,T3_1D,soil,64,present,0
T3_1D-57,3,T3_1D,57,ACHMIL,T3_1D,soil,64,present,0
T3_1D-82,3,T3_1D,82,ACHMIL,T3_1D,soil,64,present,0
T3_1D-85,3,T3_1D,85,ACHMIL,T3_1D,soil,64,present,0
T3_1D-93,3,T3_1D,93,ACHMIL,T3_1D,soil,64,present,0
T3_1E-106,3,T3_1E,106,ACHMIL,T3_1E,soil,64,present,0
T3_1E-110,3,T3_1E,110,ACHMIL,T3_1E,soil,64,present,0
T3_1E-20,3,T3_1E,20,ACHMIL,T3_1E,soil,64,present,0
T3_1E-22,3,T3_1E,22,ACHMIL,T3_1E,soil,64,present,0
T3_1E-31,3,T3_1E,31,ACHMIL,T3_1E,soil,64,present,0
T3_1E-33,3,T3_1E,33,ACHMIL,T3_1E,soil,64,present,0
T3_1E-73,3,T3_1E,73,ACHMIL,T3_1E,soil,64,present,0
T3_1E-76,3,T3_1E,76,ACHMIL,T3_1E,soil,64,present,0
T3_1E-79,3,T3_1E,79,ACHMIL,T3_1E,soil,64,present,0
T30_10A-16,30,T30_10A,16,CAMROT,T30_10A,soil,64,present,0
T30_10A-19,30,T30_10A,19,CAMROT,T30_10A,soil,64,present,0
T30_10A-20,30,T30_10A,20,CAMROT,T30_10A,soil,64,present,0
T30_10A-29,30,T30_10A,29,CAMROT,T30_10A,soil,64,present,0
T30_10A-83,30,T30_10A,83,CAMROT,T30_10A,soil,64,present,0
T30_10A-85,30,T30_10A,85,CAMROT,T30_10A,soil,64,present,0
T30_10B-103,30,T30_10B,103,ACHMIL,T30_10B,soil,64,present,0
T30_10B-104,30,T30_10B,104,ACHMIL,T30_10B,soil,64,present,0
T30_10B-107,30,T30_10B,107,ACHMIL,T30_10B,soil,64,present,0
T30_10B-95,30,T30_10B,95,ACHMIL,T30_10B,soil,64,present,0
T30_10B-97,30,T30_10B,97,ACHMIL,T30_10B,soil,64,present,0
T30_10C-42,30,T30_10C,42,CAMROT,T30_10C,soil,64,present,0
T30_10D-35,30,T30_10D,35,CAMROT,T30_10D,soil,64,present,0
T30_10D-36,30,T30_10D,36,CAMROT,T30_10D,soil,64,present,0
T30_10D-38,30,T30_10D,38,CAMROT,T30_10D,soil,64,present,0
T30_10D-39,30,T30_10D,39,CAMROT,T30_10D,soil,64,present,0
T33_11E-1,33,T33_11E,1,ACHMIL,T33_11E,soil,64,present,0
T33_11E-10,33,T33_11E,10,ACHMIL,T33_11E,soil,64,present,0
T33_11E-28,33,T33_11E,28,ACHMIL,T33_11E,soil,64,present,0
T33_11E-29,33,T33_11E,29,ACHMIL,T33_11E,soil,64,present,0
T33_11E-34,33,T33_11E,34,ACHMIL,T33_11E,soil,64,present,0
T33_11E-37,33,T33_11E,37,ACHMIL,T33_11E,soil,64,present,0
T33_11E-46,33,T33_11E,46,ACHMIL,T33_11E,soil,64,present,0
T33_11E-49,33,T33_11E,49,ACHMIL,T33_11E,soil,64,present,0
T33_11E-7,33,T33_11E,7,ACHMIL,T33_11E,soil,64,present,0
T33_11E-8,33,T33_11E,8,ACHMIL,T33_11E,soil,64,present,0
T36_12B-102,36,T36_12B,102,ACHMIL,T36_12B,soil,64,present,0
T36_12B-105,36,T36_12B,105,ACHMIL,T36_12B,soil,64,present,0
T36_12B-19,36,T36_12B,19,ACHMIL,T36_12B,soil,64,present,0
T36_12B-2,36,T36_12B,2,ACHMIL,T36_12B,soil,64,present,0
T36_12B-20,36,T36_12B,20,ACHMIL,T36_12B,soil,64,present,0
T36_12B-22,36,T36_12B,22,ACHMIL,T36_12B,soil,64,present,0
T36_12B-27,36,T36_12B,27,ACHMIL,T36_12B,soil,64,present,0
T36_12B-28,36,T36_12B,28,ACHMIL,T36_12B,soil,64,present,0
T36_12B-3,36,T36_12B,3,ACHMIL,T36_12B,soil,64,present,0
T36_12B-30,36,T36_12B,30,ACHMIL,T36_12B,soil,64,present,0
T36_12B-33,36,T36_12B,33,ACHMIL,T36_12B,soil,64,present,0
T36_12B-36,36,T36_12B,36,ACHMIL,T36_12B,soil,64,present,0
T36_12B-57,36,T36_12B,57,ACHMIL,T36_12B,soil,64,present,0
T36_12B-60,36,T36_12B,60,ACHMIL,T36_12B,soil,64,present,0
T36_12B-71,36,T36_12B,71,ACHMIL,T36_12B,soil,64,present,0
T36_12B-73,36,T36_12B,73,ACHMIL,T36_12B,soil,64,present,0
T36_12B-80,36,T36_12B,80,ACHMIL,T36_12B,soil,64,present,0
T36_12B-83,36,T36_12B,83,ACHMIL,T36_12B,soil,64,present,0
T36_12C-59,36,T36_12C,59,CAMROT,T36_12C,soil,64,present,0
T36_12C-60,36,T36_12C,60,CAMROT,T36_12C,soil,64,present,0
T36_12C-61,36,T36_12C,61,CAMROT,T36_12C,soil,64,present,0
T36_12C-64,36,T36_12C,64,CAMROT,T36_12C,soil,64,present,0
T6_2B-108,6,T6_2B,108,ACHMIL,T6_2B,soil,64,present,0
T6_2B-109,6,T6_2B,109,ACHMIL,T6_2B,soil,64,present,0
T6_2B-110,6,T6_2B,110,ACHMIL,T6_2B,soil,64,present,0
T6_2B-66,6,T6_2B,66,ACHMIL,T6_2B,soil,64,present,0
T6_2B-69,6,T6_2B,69,ACHMIL,T6_2B,soil,64,present,0
T6_2B-72,6,T6_2B,72,ACHMIL,T6_2B,soil,64,present,0
T6_2D-104,6,T6_2D,104,CAMROT,T6_2D,soil,64,present,0
T6_2D-34,6,T6_2D,34,CAMROT,T6_2D,soil,64,present,0
T6_2D-35,6,T6_2D,35,CAMROT,T6_2D,soil,64,present,0
T6_2D-36,6,T6_2D,36,CAMROT,T6_2D,soil,64,present,0
T6_2D-37,6,T6_2D,37,CAMROT,T6_2D,soil,64,present,0
T6_2D-38,6,T6_2D,38,CAMROT,T6_2D,soil,64,present,0
T6_2D-52,6,T6_2D,52,CAMROT,T6_2D,soil,64,present,0
T6_2D-55,6,T6_2D,55,CAMROT,T6_2D,soil,64,present,0
T6_2D-58,6,T6_2D,58,CAMROT,T6_2D,soil,64,present,0
T6_2D-61,6,T6_2D,61,CAMROT,T6_2D,soil,64,present,0
T6_2D-62,6,T6_2D,62,CAMROT,T6_2D,soil,64,present,0
T6_2D-73,6,T6_2D,73,CAMROT,T6_2D,soil,64,present,0
T6_2D-76,6,T6_2D,76,CAMROT,T6_2D,soil,64,present,0
T6_2D-97,6,T6_2D,97,CAMROT,T6_2D,soil,64,present,0
T9_3A-105,9,T9_3A,105,ACHMIL,T9_3A,soil,64,present,0
T9_3A-31,9,T9_3A,31,ACHMIL,T9_3A,soil,64,present,0
T9_3A-37,9,T9_3A,37,ACHMIL,T9_3A,soil,64,present,0
T9_3A-40,9,T9_3A,40,ACHMIL,T9_3A,soil,64,present,0
T9_3A-43,9,T9_3A,43,ACHMIL,T9_3A,soil,64,present,0
T9_3A-51,9,T9_3A,51,ACHMIL,T9_3A,soil,64,present,0
T9_3A-70,9,T9_3A,70,ACHMIL,T9_3A,soil,64,present,0
T9_3A-79,9,T9_3A,79,ACHMIL,T9_3A,soil,64,present,0
T9_3A-82,9,T9_3A,82,ACHMIL,T9_3A,soil,64,present,0
T9_3A-89,9,T9_3A,89,ACHMIL,T9_3A,soil,64,present,0
T9_3B-10,9,T9_3B,10,CAMROT,T9_3B,soil,64,present,0
T9_3B-11,9,T9_3B,11,CAMROT,T9_3B,soil,64,present,0
T9_3B-29,9,T9_3B,29,CAMROT,T9_3B,soil,64,present,0
T9_3B-43,9,T9_3B,43,CAMROT,T9_3B,soil,64,present,0
T9_3B-63,9,T9_3B,63,CAMROT,T9_3B,soil,64,present,0
T9_3B-7,9,T9_3B,7,CAMROT,T9_3B,soil,64,present,0
T9_3B-8,9,T9_3B,8,CAMROT,T9_3B,soil,64,present,0
T9_3D-1,9,T9_3D,1,CAMROT,T9_3D,soil,64,present,0
T9_3D-34,9,T9_3D,34,CAMROT,T9_3D,soil,64,present,0
T9_3D-35,9,T9_3D,35,CAMROT,T9_3D,soil,64,present,0
T9_3D-4,9,T9_3D,4,CAMROT,T9_3D,soil,64,present,0
T9_3D-44,9,T9_3D,44,CAMROT,T9_3D,soil,64,present,0
T9_3D-5,9,T9_3D,5,CAMROT,T9_3D,soil,64,present,0
T9_3D-6,9,T9_3D,6,CAMROT,T9_3D,soil,64,present,0
T9_3D-68,9,T9_3D,68,CAMROT,T9_3D,soil,64,present,0
T9_3D-8,9,T9_3D,8,CAMROT,T9_3D,soil,64,present,0
T9_3D-9,9,T9_3D,9,CAMROT,T9_3D,soil,64,present,0
T12_4A-16,12,T12_4A,16,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-17,12,T12_4A,17,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-19,12,T12_4A,19,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-43,12,T12_4A,43,ACHMIL,T12_4A,crack,64,absent,0
T12_4A-52,12,T12_4A,52,ACHMIL,T12_4A,crack,64,absent,0
